,Week,Month,Date,Store Name,Store ID,City,Order Count,Gross Revenue,Net Revenue,Net Income,出杯数,Customer Count,Completed Orders,Average Spend,Cash Pay,Card Pay,WeChat Pay,WeChat Scan Pay,Mini-App Pay,Alipay,Member Pay,Net Member Pay,Member Bonus,Sherpas,Boss Consumed,Gift Voucher,Gift Voucher Net Revenue,Vocher Exchange,Voucher Exchange Net Revenue,Cash Voucher,Loss,领用,Eleme,Eleme Comission,Eleme Fees,Eleme Delivery Fee,Meituan,Meituan Comission,Mietuan Delivery Fee,Wiped to zero,Total Discount,Total Free,Hold Order,Returns,Fapiao,ReCharge,Delivery Comission,Delivery Fee,在线活动预售,在线活动核销 ,Online Revenue,In-Store Revenue
449,11,3,2021-03-15 00:00:00,3 Pudong,2,上海,91,6616.5,5245.54,5245.54,0,24,91,57.64,0,0,551,369,182,274,0,0,0,747,0,0,0,0,0,0,0,0,2549.2,559.8,1,0,1124.34,214.16,0,0,596,0,0,0,0,0,773.96,7,0,0,4602.54,643
450,11,3,2021-03-15 00:00:00,4 Zunyi,3,上海,80,5546,4369.91,4369.91,0,38,78,56.02,0,0,779,707,72,968,0,0,0,200,0,0,0,0,0,0,0,0,1504.52,352.98,0,0,918.39,176.91,0,0,646.2,0,0,36,0,0,529.89,0,0,0,2694.91,1675
451,11,3,2021-03-15 00:00:00,2 Fengxian,1,上海,149,12206.5,10487.13,10487.13,0,68,147,71.34,0,0,2664,1748,916,1583,1056,1056,0,283,0,0,0,0,0,0,0,0,3064.67,719.83,3.5,0,1836.46,380.54,0,0,615.5,0,0,1231,0,0,1100.37,0,0,0,6100.13,4387
452,11,3,2021-03-15 00:00:00,7 Magnolia,6,上海,56,4607,3454.18,3454.18,0,3,56,61.68,0,0,204,143,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2441.68,572.82,0,0,808.5,154,0,0,426,0,0,0,0,0,726.82,0,0,0,3311.18,143
453,11,3,2021-03-15 00:00:00,QD 1,8,青岛,18,1289,1052.2,1052.2,0,9,18,58.46,0,0,630,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2,40.8,0,0,208,52,0,0,144,0,0,0,0,0,92.8,0,0,0,422.2,630
454,10,3,2021-03-14 00:00:00,9 CS,9,上海,16,1456.5,1000.6,1000.6,0,0,16,62.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.83,189.47,0,0,137.77,27.23,0,0,239.2,0,0,0,0,0,216.7,0,0,0,1000.6,0
455,10,3,2021-03-14 00:00:00,8 Julu,7,上海,111,9617.5,8735.83,8735.83,0,72,111,78.7,0,0,2473,2448,25,2359,110,110,0,1243,0,0,0,0,0,0,0,0,1697.81,372.69,0,0,853.02,162.48,0,0,346.5,0,0,0,0,0,535.17,0,0,0,3818.83,4917
456,10,3,2021-03-14 00:00:00,5 TS,4,上海,42,3341.5,2773.72,2773.72,0,13,42,66.04,59,0,264,264,0,369,0,0,0,439,0,0,0,0,0,0,0,0,864.62,202.88,0,0,778.1,149.4,0,0,215.5,0,0,0,0,0,352.28,0,0,0,2081.72,692
457,10,3,2021-03-14 00:00:00,6 Gubei,5,上海,50,4495,3690.77,3690.77,0,17,50,73.82,49,0,593,593,0,174,0,0,0,503,0,0,0,0,0,0,0,0,1484.73,349.27,0,0,887.04,168.96,0,0,286,0,0,0,0,0,518.23,0,0,0,2874.77,816
458,10,3,2021-03-14 00:00:00,3 Pudong,2,上海,75,7037.5,5581.4,5581.4,0,12,75,74.42,0,0,220,220,0,91,0,0,0,1105,0,0,0,0,0,0,0,0,2482.84,547.66,0.5,0,1682.56,320.94,0,0,587,0,0,0,0,0,868.6,0,0,0,5270.4,311
459,10,3,2021-03-14 00:00:00,4 Zunyi,3,上海,81,7029,5685.6,5685.6,0,20,81,70.19,0,0,931,882,49,444,0,0,0,98,0,0,0,0,0,0,0,0,2564.1,601.9,1.5,0,1648.5,314,0,0,426,0,0,0,0,0,915.9,0,0,0,4359.6,1326
460,10,3,2021-03-14 00:00:00,2 Fengxian,1,上海,87,8004,6731.25,6731.25,0,29,87,77.37,603,0,451,451,0,1166,93,93,0,520,0,0,0,0,0,0,0,0,2848.09,668.41,1,0,1050.16,218.84,0,0,384.5,0,0,0,0,0,887.25,3,0,0,4418.25,2313
461,10,3,2021-03-14 00:00:00,7 Magnolia,6,上海,65,6188,4822.49,4822.49,0,10,63,76.55,0,0,25,25,0,90,0,0,0,604,0,0,0,0,0,0,0,0,3250.89,763.21,2.5,0,852.6,162.4,0,0,437.4,0,0,54,0,0,925.61,0,0,0,4707.49,115
462,10,3,2021-03-14 00:00:00,QD 1,8,青岛,29,2904.5,2547,2547,0,17,29,87.83,72,0,948,794,154,556,0,0,0,0,0,0,0,0,0,200,0,0,491.4,93.6,0,0,279.6,69.9,0,0,194,0,0,0,0,0,163.5,0,0,0,925,1622
463,10,3,2021-03-13 00:00:00,9 CS,9,上海,10,1019,721.18,721.18,0,0,10,72.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573.39,125.91,0,0,147.79,29.21,0,0,142.7,0,0,0,0,0,155.12,0,0,0,721.18,0
464,10,3,2021-03-13 00:00:00,8 Julu,7,上海,121,10107,9580.62,9580.62,0,98,120,79.84,42,0,3970,3858,112,3459.3,0,0,0,593,0,0,0,0,0,0,0,0,1031.72,226.58,0.5,0,484.6,92.9,0,0,206.4,0,0,10,0,0,319.48,0,0,0,2221.32,7359.3
465,10,3,2021-03-13 00:00:00,5 TS,4,上海,35,4227.5,3521.38,3521.38,0,10,35,100.61,0,0,338,338,0,557,0,0,0,316,0,0,0,0,0,0,0,0,1890.8,443.7,0.5,0,419.58,79.92,0,0,182,0,0,0,0,0,523.62,0,0,0,2626.38,895
466,10,3,2021-03-13 00:00:00,6 Gubei,5,上海,73,6709,5708.38,5708.38,0,34,73,78.2,0,0,926,926,0,796,0,0,0,962,0,0,0,0,0,0,0,0,2199.92,516.08,0,0,824.46,157.04,0,0,327.5,0,0,0,0,0,673.12,0,0,0,3986.38,1722
467,10,3,2021-03-13 00:00:00,3 Pudong,2,上海,79,7222.5,5703.21,5703.21,0,13,79,72.19,144,0,613,240,373,220,0,0,0,252,0,0,0,0,0,0,0,0,2608.15,572.85,1.5,0,1866.06,355.44,0,0,589.5,0,0,0,0,0,928.29,0,0,0,5099.21,604
468,10,3,2021-03-13 00:00:00,4 Zunyi,3,上海,51,4103.5,3380.18,3380.18,0,22,51,66.28,143,0,542,384,158,398,97,97,0,223,0,0,0,0,0,0,0,0,991.02,232.48,0,0,986.16,187.84,0,0,303,0,0,0,0,0,420.32,4,0,0,2358.18,1022
469,10,3,2021-03-13 00:00:00,2 Fengxian,1,上海,101,7841.5,6600.89,6600.89,0,40,101,65.36,69,0,1317,1206,111,1151,0,0,0,367,0,0,0,0,0,0,0,0,2539.55,595.95,0.5,0,1157.34,239.16,0,0,405,0,0,0,0,0,835.11,0,0,0,4174.89,2426
470,10,3,2021-03-13 00:00:00,7 Magnolia,6,上海,62,5591,4258.17,4258.17,0,4,62,68.68,0,0,45,45,0,0,0,0,0,263,0,0,0,0,0,0,0,0,3062.43,718.57,0.5,0,887.74,172.26,0,0,441.5,0,0,0,0,0,890.83,0,0,0,4213.17,45
471,10,3,2021-03-13 00:00:00,QD 1,8,青岛,28,2890.5,2522.64,2522.64,0,18,28,90.09,0,0,1413,1413,0,468,0,0,0,0,0,0,0,0,0,0,0,0,412.44,78.56,0,0,229.2,57.3,0,0,232,0,0,0,0,0,135.86,0,0,0,641.64,1881
472,10,3,2021-03-12 00:00:00,9 CS,9,上海,11,689,493.04,493.04,0,1,11,44.82,0,0,135,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,318.8,76.5,0,0,39.24,7.76,0,0,111.7,0,0,0,0,0,84.26,0,0,0,493.04,0
473,10,3,2021-03-12 00:00:00,8 Julu,7,上海,104,8934.13,7752.16,7752.16,0,58,101,76.75,0,0,1884.5,1519.5,365,2176,0,0,0,530,0,0,0,0,0,0,0,0,2039.84,457.29,2,0,1121.82,213.68,0,0,509,0,0,90,0,0,670.97,0,0,0,4056.66,3695.5
474,10,3,2021-03-12 00:00:00,5 TS,4,上海,67,4955.5,3850.66,3850.66,0,27,67,57.47,0,0,552,430,122,849,0,0,0,190,0,0,0,0,0,0,0,0,1567.08,367.92,0,0,692.58,131.92,0,0,605,0,0,0,0,0,499.84,3,0,0,2571.66,1279
475,10,3,2021-03-12 00:00:00,6 Gubei,5,上海,68,5752.5,4686.11,4686.11,0,28,68,68.91,84,0,873,790,83,494,0,0,0,138,0,0,0,0,0,0,0,0,2152.11,504.89,0,0,945,180,0,0,381.5,0,0,0,0,0,684.89,4,0,0,3318.11,1368
476,10,3,2021-03-12 00:00:00,3 Pudong,2,上海,88,8597.5,6790.53,6790.53,0,13,88,77.17,0,0,88,88,0,393,0,0,0,843,0,0,0,0,0,0,0,0,3096.89,679.91,0.5,0,2369.64,452.86,0,0,673.7,0,0,0,0,0,1132.77,0,0,0,6309.53,481
477,10,3,2021-03-12 00:00:00,4 Zunyi,3,上海,85,6636,5249.53,5249.53,0,22,85,61.76,0,0,354,180,174,851,0,0,0,201,0,0,0,0,0,0,0,0,2490.29,584.71,2,0,1353.24,257.76,0,0,542,0,0,0,0,0,842.47,0,0,0,4218.53,1031
478,10,3,2021-03-12 00:00:00,2 Fengxian,1,上海,105,8511.5,6881.67,6881.67,0,28,105,65.54,0,0,933,695,238,638,38,38,0,499,0,0,0,0,0,0,0,0,3711.87,871.13,1,0,1061.8,220.7,0,0,537,0,0,0,0,0,1091.83,0,0,0,5510.67,1371
479,10,3,2021-03-12 00:00:00,7 Magnolia,6,上海,56,5469,4387.76,4387.76,0,13,56,78.35,0,0,285,58,227,36,0,0,0,894,0,0,0,0,0,0,0,0,2633.9,617.9,0,0,538.86,102.64,0,0,360.7,0,0,0,0,0,720.54,5,0,0,4293.76,94
480,10,3,2021-03-12 00:00:00,QD 1,8,青岛,31,2949.5,2633.36,2633.36,0,20,31,84.95,0,0,1819,1668,151,119,0,0,0,0,0,0,0,0,0,0,0,0,566.16,107.84,0,0,129.2,32.3,0,0,176,0,0,0,0,0,140.14,0,0,0,846.36,1787
481,10,3,2021-03-11 00:00:00,9 CS,9,上海,6,508.5,334.87,334.87,0,1,6,55.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.87,62.43,0,0,0,0,0,0,111.2,0,0,0,0,0,62.43,3,0,0,334.87,0
482,10,3,2021-03-11 00:00:00,8 Julu,7,上海,92,7036.5,5880.02,5880.02,0,44,92,63.91,0,0,1120,905,215,794,0,0,0,1018,0,0,0,0,0,0,0,0,2411.76,529.74,1.5,0,536.26,102.74,0,0,477.5,45,0,0,0,0,632.48,4,0,0,4181.02,1699
483,10,3,2021-03-11 00:00:00,5 TS,4,上海,68,4850,3766.63,3766.63,0,22,68,55.39,49,0,451,373,78,660,0,0,0,187,0,0,0,0,0,0,0,0,1796.43,422.07,1.5,0,623.2,120.3,0,0,539.5,0,0,0,0,0,542.37,0,0,0,2684.63,1082
484,10,3,2021-03-11 00:00:00,6 Gubei,5,上海,51,4111,3313.4,3313.4,0,18,51,64.97,0,0,501,449,52,124,0,0,0,765,0,0,0,0,0,0,0,0,1659.22,389.28,0,0,264.18,50.32,0,0,358,0,0,0,0,0,439.6,4,0,0,2740.4,573
485,10,3,2021-03-11 00:00:00,3 Pudong,2,上海,95,8573.5,6845.86,6845.86,0,17,95,72.06,0,0,328,183,145,168,0,0,0,1251,0,0,0,0,0,0,0,0,3286.56,722.44,0,0,1812.3,345.2,0,0,660,0,0,0,0,0,1067.64,9,0,0,6494.86,351
486,10,3,2021-03-11 00:00:00,4 Zunyi,3,上海,74,5952,4668.92,4668.92,0,19,74,63.09,0,0,392,219,173,601,129,129,0,263,0,0,0,0,0,0,0,0,2211.8,511.7,1.5,0,1072.12,206.38,0,0,563.5,0,0,0,0,0,718.08,0,0,0,3719.92,949
487,10,3,2021-03-11 00:00:00,2 Fengxian,1,上海,110,8341.5,6723.83,6723.83,0,33,110,61.13,115,0,1180,682,498,312,145,145,0,222,0,0,0,0,0,0,0,0,3687.64,865.86,3,0,1062.19,218.81,0,0,530,0,0,0,0,0,1084.67,3,0,0,5469.83,1254
488,10,3,2021-03-11 00:00:00,7 Magnolia,6,上海,70,5781,4411.35,4411.35,0,5,70,63.02,0,0,100,0,100,0,0,0,0,363,0,0,0,0,0,0,0,0,2938.75,689.55,0.5,0,1009.6,192.9,0,0,486.7,0,0,0,0,0,882.45,0,0,0,4411.35,0
489,10,3,2021-03-11 00:00:00,QD 1,8,青岛,22,1489,1140.76,1140.76,0,9,22,51.85,0,0,288,288,0,194,0,0,0,0,0,0,0,0,0,0,0,0,309.96,59.04,0,0,348.8,87.2,0,0,202,0,0,0,0,0,146.24,0,0,0,658.76,482
490,10,3,2021-03-10 00:00:00,9 CS,9,上海,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,10,3,2021-03-10 00:00:00,8 Julu,7,上海,101,8090.5,6500.53,6500.53,0,48,101,64.36,211,0,1276,1093,183,1049,0,0,0,803,0,0,0,0,0,0,0,0,2511.03,546.47,1.5,0,650.5,124.5,0,0,513.5,404,0,0,0,0,670.97,4,0,0,4147.53,2353
492,10,3,2021-03-10 00:00:00,5 TS,4,上海,75,5409.5,4217.82,4217.82,0,26,75,56.24,0,0,859,756,103,434,0,0,0,208,0,0,0,0,0,0,0,0,2120,497.5,0.5,0,596.82,113.68,0,0,580,0,0,0,0,0,611.18,3,0,0,3027.82,1190
493,10,3,2021-03-10 00:00:00,6 Gubei,5,上海,59,4128,3334.66,3334.66,0,26,59,56.52,0,0,473,473,0,540,0,0,0,465,0,0,0,0,0,0,0,0,1602.98,376.82,0,0,253.68,48.32,0,0,368.2,0,0,0,0,0,425.14,0,0,0,2321.66,1013
494,10,3,2021-03-10 00:00:00,3 Pudong,2,上海,97,8638.5,6967.39,6967.39,0,23,95,73.34,0,0,184,184,0,624,0,0,0,1424,0,0,0,0,0,0,0,0,3603.49,791.01,0,0,1131.9,215.6,0,0,664.5,0,0,113,0,0,1006.61,0,0,0,6159.39,808
495,10,3,2021-03-10 00:00:00,4 Zunyi,3,上海,90,6075,4975.79,4975.79,0,38,90,55.29,59,0,755,601,154,1154,0,0,0,302,0,0,0,0,0,0,0,0,1104.59,259.41,1,0,1601.2,299.3,0,0,539.5,0,0,0,0,0,558.71,0,0,0,3161.79,1814
496,10,3,2021-03-10 00:00:00,2 Fengxian,1,上海,134,9865.5,8185.03,8185.03,0,49,134,61.08,188,0,1991,1573,418,693,172,172,0,227,0,0,0,0,0,0,0,0,3702.88,869.12,1.5,0,1211.15,251.85,0,0,558,0,0,0,0,0,1120.97,4,0,0,5559.03,2626
497,10,3,2021-03-10 00:00:00,7 Magnolia,6,上海,66,5144,4038.53,4038.53,0,12,66,61.19,0,0,90,39,51,167,0,0,0,582,0,0,0,0,0,0,0,0,2224.19,521.81,0,0,975.34,188.16,0,0,395.5,0,0,0,0,0,709.97,3,0,0,3832.53,206
498,10,3,2021-03-10 00:00:00,QD 1,8,青岛,17,1643.5,1457.2,1457.2,0,10,17,85.72,94,0,360,360,0,271,297,297,0,0,0,0,0,0,0,0,0,0,361.2,68.8,0,0,74,18.5,0,0,99,0,0,0,0,0,87.3,0,0,0,435.2,1022
499,10,3,2021-03-09 00:00:00,9 CS,9,上海,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,10,3,2021-03-09 00:00:00,8 Julu,7,上海,80,6134.5,5289.87,5289.87,0,38,80,66.12,74,0,1612,1294,318,1053,0,0,0,370,0,0,0,0,0,0,0,0,1487.03,326.97,2.5,0,693.84,132.16,0,0,383,0,0,0,0,0,459.13,0,0,0,2868.87,2421
501,10,3,2021-03-09 00:00:00,5 TS,4,上海,74,5206.5,4017.63,4017.63,0,17,72,55.8,0,0,688,688,0,215,0,0,0,150,0,0,0,0,0,0,0,0,2320.77,544.73,1,0,643.86,122.64,0,0,520.5,0,0,0,0,0,667.37,0,0,0,3114.63,903
502,10,3,2021-03-09 00:00:00,6 Gubei,5,上海,61,4768,4010.07,4010.07,0,24,61,65.74,328,0,658,556,102,192,0,0,0,696,0,0,0,0,0,0,0,0,1814.35,425.65,0,0,321.72,61.28,0,0,271,0,0,0,0,0,486.93,4,0,0,2934.07,1076
503,10,3,2021-03-09 00:00:00,3 Pudong,2,上海,94,7510,5841.83,5841.83,0,13,94,62.15,0,0,160,159,1,490,45,45,0,563,0,0,0,0,0,0,0,0,2985.31,649.99,1,0,1598.52,304.48,0,0,712.7,0,0,0,0,0,954.47,0,0,0,5147.83,694
504,10,3,2021-03-09 00:00:00,4 Zunyi,3,上海,83,5626.5,4413.26,4413.26,0,22,83,53.17,0,0,966,509,457,311,0,0,0,70,0,0,0,0,0,0,0,0,2072.08,486.42,1,0,994.18,189.82,0,0,536,0,0,0,0,0,676.24,0,0,0,3593.26,820
505,10,3,2021-03-09 00:00:00,2 Fengxian,1,上海,150,12709,10350.93,10350.93,0,44,150,69.01,0,0,1513,881,632,781,70,70,0,771,0,0,0,0,0,0,0,0,5320.87,1249.63,5.5,0,1895.06,389.44,0,0,713.5,0,0,0,0,0,1639.07,6,0,0,8618.93,1732
506,10,3,2021-03-09 00:00:00,7 Magnolia,6,上海,56,4817,3722.33,3722.33,0,7,56,66.47,0,0,90,0,90,141,0,0,0,377,0,0,0,0,0,0,0,0,2200.03,516.27,0.5,0,914.3,175.2,0,0,402.7,0,0,0,0,0,691.47,3,0,0,3581.33,141
507,10,3,2021-03-09 00:00:00,QD 1,8,青岛,11,753.5,628.6,628.6,0,6,11,57.15,0,0,247,247,0,97,0,0,0,0,0,0,0,0,0,0,0,0,189,36,0,0,95.6,23.9,0,0,65,0,0,0,0,0,59.9,0,0,0,284.6,344
508,10,3,2021-03-08 00:00:00,9 CS,9,上海,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,10,3,2021-03-08 00:00:00,8 Julu,7,上海,39,2802,2378.17,2378.17,0,25,39,60.98,70,0,765.6,604.6,161,621,0,0,0,45,0,0,0,0,0,0,0,0,790.89,173.61,0,0,85.68,16.32,0,0,233.9,0,0,0,0,0,189.93,0,0,0,1082.57,1295.6
510,10,3,2021-03-08 00:00:00,5 TS,4,上海,48,3395.5,2793.45,2793.45,0,29,48,58.2,0,0,731,628,103,828,0,0,0,90,0,0,0,0,0,0,0,0,1044.07,244.93,0,0,100.38,19.12,0,0,338,0,0,0,0,0,264.05,0,0,0,1337.45,1456
511,10,3,2021-03-08 00:00:00,6 Gubei,5,上海,24,1996.5,1604.71,1604.71,0,7,24,66.86,0,0,197,197,0,103,0,0,0,190,0,0,0,0,0,0,0,0,554.43,130.07,0,0,560.28,106.72,0,0,155,0,0,0,0,0,236.79,0,0,0,1304.71,300
512,10,3,2021-03-08 00:00:00,3 Pudong,2,上海,47,2961.5,2284.45,2284.45,0,14,45,50.77,0,0,224,224,0,407,0,0,0,49,0,0,0,0,0,0,0,0,1168.91,256.59,0,0,435.54,82.96,0,0,337.5,0,0,0,0,0,339.55,0,0,0,1653.45,631
513,10,3,2021-03-08 00:00:00,4 Zunyi,3,上海,39,2349.98,1868.85,1868.85,0,19,38,49.18,0,0,524,412,112,468,0,0,0,0,0,0,0,0,0,0,0,0,577.29,141.19,0,0,299.56,58.94,0,0,281,0,0,0,0,0,200.13,0,0,0,988.85,880
514,10,3,2021-03-08 00:00:00,2 Fengxian,1,上海,73,4898.5,4075.86,4075.86,0,36,73,55.83,242,0,1070,757,313,555,0,0,0,304,0,0,0,0,0,0,0,0,1231.94,289.06,0,0,672.92,140.08,0,0,393.5,0,0,0,0,0,429.14,0,0,0,2521.86,1554
515,10,3,2021-03-08 00:00:00,7 Magnolia,6,上海,27,1839,1345.12,1345.12,0,2,27,49.82,0,0,40,40,0,36,0,0,0,0,0,0,0,0,0,0,0,0,931.86,218.64,0,0,337.26,64.24,0,0,211,0,0,0,0,0,282.88,0,0,0,1269.12,76
516,10,3,2021-03-08 00:00:00,QD 1,8,青岛,21,1778.5,1433.88,1433.88,0,10,21,68.28,0,0,482,482,0,167,0,0,0,0,0,0,0,0,0,94,0,0,304.08,57.92,0,0,386.8,96.7,0,0,190,0,0,0,0,0,154.62,0,0,0,690.88,743
517,9,3,2021-03-07 00:00:00,8 Julu,7,上海,120,11262.5,10022.75,10022.75,0,64,118,84.94,115,0,2655,1604,1051,2122,0,0,0,1579,0,0,0,0,0,0,0,0,2019.57,443.43,0.5,0,1532.18,298.32,0,0,497.5,0,0,0,0,0,741.75,0,0,0,6181.75,3841
518,9,3,2021-03-07 00:00:00,5 TS,4,上海,47,3674,2798.82,2798.82,0,10,47,59.55,0,0,327,327,0,224,0,0,0,70,0,0,0,0,0,0,0,0,1909.02,447.98,0.5,0,268.8,51.2,0,0,375.5,0,0,0,0,0,499.18,0,0,0,2247.82,551
519,9,3,2021-03-07 00:00:00,6 Gubei,5,上海,69,5557,4602.4,4602.4,0,25,69,66.7,45,0,431,343,88,571,0,0,0,757,0,0,0,0,0,0,0,0,1984.04,465.46,0,0,814.36,156.14,0,0,333,0,0,0,0,0,621.6,4,0,0,3643.4,959
520,9,3,2021-03-07 00:00:00,3 Pudong,2,上海,59,5735.5,4530.29,4530.29,0,8,59,76.78,0,0,161,161,0,72,0,0,0,516,0,0,0,0,0,0,0,0,2250.81,494.19,0.5,0,1530.48,291.52,0,0,419,0,0,0,0,0,785.71,0,0,0,4297.29,233
521,9,3,2021-03-07 00:00:00,4 Zunyi,3,上海,68,6509,5355.76,5355.76,0,19,68,78.76,0,0,622,576,46,195,0,0,0,702,0,0,0,0,0,0,0,0,1715.76,402.54,0,0,2121,404,0,0,346.7,0,0,0,0,0,806.54,4,0,0,4584.76,771
522,9,3,2021-03-07 00:00:00,2 Fengxian,1,上海,91,8643.5,6972.71,6972.71,0,23,89,78.35,49,0,949,761,188,308,0,0,0,400,0,0,0,0,0,0,0,0,4494.08,1054.42,0.5,0,772.63,158.87,0,0,457,0,0,0,0,0,1213.29,3,0,0,5854.71,1118
523,9,3,2021-03-07 00:00:00,7 Magnolia,6,上海,64,5958,4552.1,4552.1,0,5,64,71.13,0,0,0,0,0,67,0,0,0,558,0,0,0,0,0,0,0,0,3224.02,756.48,0.5,0,703.08,133.92,0,0,515,0,0,0,0,0,890.4,0,0,0,4485.1,67
524,9,3,2021-03-07 00:00:00,QD 1,8,青岛,33,3214.5,2669.4,2669.4,0,22,33,80.89,0,0,1711,1463,248,205,0,0,0,0,0,0,0,0,0,0,0,0,406.6,78.4,0,0,346.8,86.7,0,0,380,0,0,0,0,0,165.1,0,0,0,1001.4,1668
525,9,3,2021-03-06 00:00:00,8 Julu,7,上海,94,7577.46,6822.87,6822.87,0,55,91,74.98,93.3,0,2123,1947,176,1868,0,0,0,512,0,0,0,0,0,0,0,0,1268.21,288.05,0,0,958.36,183.14,0,0,283.4,0,0,135,0,0,471.19,0,0,0,2914.57,3908.3
526,9,3,2021-03-06 00:00:00,5 TS,4,上海,46,3676,3000.37,3000.37,0,16,46,65.23,123,0,139,139,0,670,0,0,0,287,0,0,0,0,0,0,0,0,1455.53,341.47,0,0,325.84,62.66,0,0,271.5,0,0,0,0,0,404.13,0,0,0,2068.37,932
527,9,3,2021-03-06 00:00:00,6 Gubei,5,上海,61,6568,5417.21,5417.21,0,15,61,88.81,58,0,350,350,0,359,0,0,0,995,0,0,0,0,0,0,0,0,2573.71,603.79,0,0,1081.5,206,0,0,341,0,0,0,0,0,809.79,0,0,0,4650.21,767
528,9,3,2021-03-06 00:00:00,3 Pudong,2,上海,81,8284,6661.44,6661.44,0,13,81,82.24,0,0,493,493,0,0,0,0,0,1082,0,0,0,0,0,0,0,0,3464.82,760.68,0.5,0,1621.62,308.88,0,0,552.5,0,0,0,0,0,1069.56,0,0,0,6168.44,493
529,9,3,2021-03-06 00:00:00,4 Zunyi,3,上海,67,6352.5,5278.04,5278.04,0,17,67,78.78,377,0,354,354,0,284,258,258,0,561,0,0,0,0,0,0,0,0,1402.38,329.12,0.5,0,2041.66,389.34,0,0,355.5,0,0,0,0,0,718.46,0,0,0,4005.04,1273
530,9,3,2021-03-06 00:00:00,2 Fengxian,1,上海,102,8148.5,6614.89,6614.89,0,27,102,64.85,0,0,1451,1350,101,123,0,0,0,361,0,0,0,0,0,0,0,0,3190.38,748.62,0.5,0,1489.51,311.99,0,0,472.5,0,0,0,0,0,1060.61,3,0,0,5141.89,1473
531,9,3,2021-03-06 00:00:00,7 Magnolia,6,上海,61,5177,4068.07,4068.07,0,11,61,66.69,0,0,149,52,97,175,0,0,0,659,0,0,0,0,0,0,0,0,2543.77,597.03,1,0,541.3,103.7,0,0,407.2,0,0,0,0,0,700.73,5,0,0,3841.07,227
532,9,3,2021-03-06 00:00:00,QD 1,8,青岛,35,3180,2799.76,2799.76,0,21,33,84.84,422,0,783,783,0,812,0,0,0,0,0,0,0,0,0,0,0,0,511.56,97.44,0,0,271.2,67.8,0,0,209,6,0,241,0,0,165.24,0,0,0,782.76,2017
533,9,3,2021-03-05 00:00:00,8 Julu,7,上海,87,7422.95,6161.08,6161.08,0,45,84,73.35,0,0,1106,981,125,1194,0,0,0,1209,0,0,0,0,0,0,0,0,1726.33,379.17,1,0,925.75,189.2,0,0,692.5,0,0,0.01,0,0,568.37,0,0,0,3986.08,2175
534,9,3,2021-03-05 00:00:00,5 TS,4,上海,81,6966,5664.85,5664.85,0,32,81,69.94,0,0,1436,1114,322,820,0,0,0,130,0,0,0,0,0,0,0,0,2089.83,490.67,1.5,0,1189.02,226.48,0,0,582.5,0,0,0,0,0,717.15,3,0,0,3730.85,1934
535,9,3,2021-03-05 00:00:00,6 Gubei,5,上海,69,5560,4491.54,4491.54,0,29,69,65.09,49,0,702,688,14,573,0,0,0,478,0,0,0,0,0,0,0,0,2117.92,496.88,0,0,571.62,108.88,0,0,462.7,0,0,0,0,0,605.76,4,0,0,3181.54,1310
536,9,3,2021-03-05 00:00:00,3 Pudong,2,上海,90,8532,6964.06,6964.06,0,26,90,77.38,0,0,371,172,199,492,0,0,0,1960,0,0,0,0,0,0,0,0,2191.86,481.14,0,0,1949.2,374.3,0,0,712.5,0,0,0,0,0,855.44,0,0,0,6300.06,664
537,9,3,2021-03-05 00:00:00,4 Zunyi,3,上海,91,6864.5,5593.59,5593.59,0,24,91,61.47,0,0,595,403,192,563,0,0,0,661,0,0,0,0,0,0,0,0,1970.48,462.52,1,0,1804.11,328.99,0,0,478.4,0,0,0,0,0,791.51,6,0,0,4627.59,966
538,9,3,2021-03-05 00:00:00,2 Fengxian,1,上海,127,9576,7951.3,7951.3,0,50,125,63.61,94,0,2004,1304,700,467,70,70,0,334,0,0,0,0,0,0,0,0,3101.89,728.11,1.5,0,1880.41,387.59,0,0,507.5,0,0,0,0,0,1115.7,0,0,0,6016.3,1935
539,9,3,2021-03-05 00:00:00,7 Magnolia,6,上海,52,4132.5,3192.58,3192.58,0,7,52,61.4,84,0,306,199,107,131,0,0,0,74,0,0,0,0,0,0,0,0,1713.06,401.94,0,0,884.52,168.48,0,0,369.5,0,0,0,0,0,570.42,0,0,0,2778.58,414
